position,discord_id,username,insc_held,balance,mined,exact_guesses,max_reward,fav_glyph,lucky_glyph
1472,825282420424048662,"⛓harry",1,3644,18,0,0,"ᚠ",
1473,772018259289047045,ikhota1,1,3638,20,0,0,"ᛗ",
1474,1105886841779007558,"Dancer220 | Suiswap IDO 06/03",1,3637,12,0,0,"ᚾ",
1475,511152728899059712,"Adi Sam",1,3633,11,0,0,"ᛉ",
1476,828627028289912893,Milang,1,3623,19,0,0,"ᛒ",
1477,942601286770122762,Hamza,1,3620,9,1,2472,"ᛒ","ᚺ"
1478,908286927017508904,rocky8310,1,3610,15,0,0,"ᚲ",
1479,1034877815851589633,Chaooo,1,3603,14,0,0,"ᛃ",
1480,1208640861307670599,Janu143,1,3599,10,0,0,"ᛖ",
1481,1130337811195760761,BrokeBrah,1,3595,19,0,0,"ᛞ",
1482,825757077292318720,TBS,1,3587,6,1,2884,"ᛗ","ᛉ"
1483,1124759839856398446,mc9789,1,3577,11,0,0,"ᛊ",
1484,1018391008800669746,"Ahmed3 🕵",1,3567,6,0,0,"ᛏ",
1485,1205497284431847441,Madhu,1,3560,25,0,0,"ᚷ",
1486,825550366233985034,Shiv,1,3536,20,0,0,"ᛒ",
1487,1138799064826261554,"Abhi Gupta ⚔🥷",1,3527,16,0,0,"ᚺ",
1488,1053852601466245211,"ranjansahu ⚔🥷",1,3524,16,0,0,"ᛃ",
1489,825296656063922206,dkjangid0011,1,3509,13,0,0,"ᛈ",
1490,930890195476303935,"▷◉ʙʜᴀʀᴅᴡᴀᴊ══━一Web3Go",1,3488,12,1,2472,"ᛜ","ᚺ"
1491,943935575092785173,hamzasalik47,1,3483,16,0,0,"ᛇ",
1492,860513530267959296,Nyanta,1,3473,23,0,0,"ᛁ",
1493,1202231551270592553,Ankit,1,3468,4,1,3214,"ᛜ","ᛃ"
1494,924258533111889951,Drake,1,3466,17,0,0,"ᛇ",
1495,1204411624732098570,baijrkd23,1,3466,11,1,2472,"ᛗ","ᚺ"
1496,306018484117045250,wan7,1,3437,14,0,0,"ᛇ",
1497,825388365561462795,pinki25,1,3428,22,0,0,"ᚹ",
1498,825309665197162506,vikash,1,3425,15,0,0,"ᛃ",
1499,1023842450760028191,"Arif ( Never Dm You First)",1,3412,15,0,0,"ᚷ",
1500,1139542494745473095,"""Inspect 2.0"" Ankit",1,3412,25,0,0,"ᛈ",
1501,546064122668646420,transformermdWeb3go,1,3411,17,0,0,"ᛏ",
1502,863409205041823755,"Julick | Soul Dogs",1,3405,16,0,0,"ᛈ",
1503,976365383193866280,rahulker,1,3404,13,0,0,"ᛈ",
1504,891752060528254976,"papai   | WEB3GO",1,3403,11,0,0,"ᛇ",
1505,1205186699492204574,Raj,1,3387,22,0,0,"ᚷ",
1506,883561349471404073,jawed1234,1,3382,22,0,0,"ᚷ",
1507,838721240909742100,Niraj,1,3378,16,0,0,"ᛞ",
1508,1068314722086178866,zareenkuan,1,3374,22,0,0,"ᚷ",
1509,840976272968122389,"Sahil koundal",1,3368,13,0,0,"ᚷ",
1510,1218856732487319612,Lahdhsn,1,3366,17,0,0,"ᛒ",
1511,1034462449207869511,Shahid,1,3360,13,0,0,"ᛟ",
1512,1073065227274436829,guri,1,3356,15,0,0,"ᛉ",
1513,1121638101714993192,"bidyutkr | Web3Go",1,3343,18,0,0,"ᛇ",
1514,830838073817432104,Raja,1,3341,14,0,0,"ᚠ",
1515,1168492327724126238,sagarpandey1905,1,3338,21,0,0,"ᛁ",
1516,747241450458185880,"Tinku Gangwar",1,3333,20,0,0,"ᛇ",
1517,921791911268859954,biku,1,3327,15,0,0,"ᛈ",
1518,1081598231559012382,julkarnine198,1,3322,21,0,0,"ᚢ",
1519,1206295107389624390,Deeks,1,3320,12,0,0,"ᛟ",
1520,993950536493711380,shibanaik903.eth,1,3319,13,0,0,"ᛈ",
1521,876008818201489428,laxm,1,3307,11,0,0,"ᛃ",
1522,1105403930160152576,delindia,1,3304,15,0,0,"ᛖ",
1523,863647968422658068,Akshayom12,1,3301,13,0,0,"ᛉ",
1524,990964491846045816,Angiraj999,1,3292,16,0,0,"ᛜ",
1525,1065130048186765463,Zibonk,1,3292,15,0,0,"ᚾ",
1526,1009645020221034566,wonder9550,1,3287,8,0,0,"ᛏ",
1527,846035874431893514,niteshyadav9441,1,3271,14,0,0,"ᛟ",
1528,953996587481333760,lilyy,1,3267,18,0,0,"ᚷ",
1529,835494896114073601,0xbruhh,1,3263,15,0,0,"ᚠ",
1530,944869500258508802,"Sheikh58 | Web3Go",1,3252,13,0,0,"ᛏ",
1531,1092851160253214780,Bhaskar,1,3250,13,0,0,"ᛒ",
1532,982216332852490271,Subha,1,3249,4,1,2678,"ᛞ","ᛗ"
1533,1110471065815224390,Deepakkumarbana77,1,3247,15,0,0,"ᛈ",
1534,886963904578744341,"Rahul7564⛓ SubQuery",1,3226,9,0,0,"ᚨ",
1535,1157548547638562887,DeMoNi,1,3222,7,0,0,"ᛟ",
1536,1134803572240941126,vinay,1,3219,13,0,0,"ᛖ",
1537,910380435173949480,"chunchun kuma",1,3218,16,0,0,"ᚾ",
1538,938780922482933840,DoobieDoo420,1,3214,16,0,0,"ᚷ",
1539,945513061404516443,Badfella,1,3210,11,0,0,"ᛒ",
1540,1208696682292711438,bisht_pratham0001,1,3204,17,0,0,"ᛏ",
1541,1191965389400313886,Sukansingh,1,3200,13,0,0,"ᛒ",
1542,766324193523793950,Hayes,1,3196,15,0,0,"ᛇ",
1543,329820091929591819,Ashish,1,3192,15,0,0,"ᛇ",
1544,1201533925890199564,vg_gamer,1,3191,20,0,0,"ᛟ",
1545,698614758290489444,"rahulhk Web3Go 🕵",1,3183,11,0,0,"ᛇ",
1546,859741227200413707,Dhruv|DJ,1,3182,12,0,0,"ᛇ",
1547,1029041311178833940,"DikshantSharma /Web3Go",1,3181,10,0,0,"ᛈ",
1548,556533967285780490,raju,1,3166,11,0,0,"ᛞ",
1549,1043367767065243656,hbti,1,3158,23,0,0,"ᛈ",
1550,951563185884901397,MiYoung,1,3156,10,0,0,"ᛒ",
1551,877955240882753578,Cryptoboy,1,3155,8,0,0,"ᚾ",
1552,598950605515391031,Radium,1,3149,10,0,0,"ᛒ",
1553,756852935107018802,starcrypto,1,3140,11,1,2083,"ᛟ","ᚷ"
1554,545099555365191700,Supriyo,1,3135,7,0,0,"ᚢ",
1555,927460014971564073,jaideep,1,3135,17,0,0,"ᚺ",
1556,690476274904203264,"ram web3Go",1,3126,13,0,0,"ᛞ",
1557,1112287018601427014,ash976,1,3125,12,0,0,"ᛃ",
1558,990206165390622751,Logan,1,3121,30,0,0,"ᛒ",
1559,1006624752447787131,DeKASHI,1,3121,19,0,0,"ᛇ",
1560,988652672045432872,bisht_pratham,1,3117,17,0,0,"ᛏ",
1561,1199655990681944075,"Nowaj Sarif",1,3113,20,0,0,"ᛖ",
1562,919948967167549481,varsha7198,1,3108,7,0,0,"ᛞ",
1563,938777225602416640,Elerphore,1,3107,16,0,0,"ᛈ",
1564,945692307091488779,kanha,1,3103,17,0,0,"ᛈ",
1565,815844510264852482,"mnglgupta  Venom Ape Club 🙉",1,3093,14,0,0,"ᛞ",
1566,1206163974635262002,RudrakhshP,1,3089,15,0,0,"ᛃ",
1567,648414291027820565,"Ruppes| Web3Go",1,3088,17,0,0,"ᛃ",
1568,973512103979786261,Inzamaul,1,3085,17,0,0,"ᚷ",
1569,908285604918333450,"samar78 | melon.ooo",1,3080,13,0,0,"ᛇ",
1570,1018486912807358534,E_Sk_NVIR,1,3074,9,0,0,"ᛇ",
1571,945407291644059678,Bilal,1,3070,17,0,0,"ᛒ",
1572,855854616720441344,"swima aann.ai",1,3068,7,0,0,"ᛟ",
1573,845954624938704906,shahbazr07,1,3067,13,0,0,"ᛃ",
1574,1219276692841959488,chotabheem,1,3057,20,0,0,"ᚦ",
1575,844254160047439942,GustavoRibas97,1,3053,5,0,0,"ᛖ",
1576,887306170094727179,ismav,1,3047,13,0,0,"ᚠ",
1577,528573534713413643,"Sudarshan Das",1,3039,8,0,0,"ᛜ",
1578,411076489958916099,garsy,1,3036,16,0,0,"ᛊ",
1579,1211997201262313473,Alex_Mason,1,3031,18,0,0,"ᛉ",
1580,715474618105987262,"aarish | Full Force",1,3029,12,0,0,"ᚷ",
1581,816218214814973982,abhi0094844,1,3029,17,0,0,"ᛊ",
1582,424417645958266881,Psyintist,1,3026,25,0,0,"ᛚ",
1583,1018520705077354506,Aptos32,1,3024,9,0,0,"ᛃ",
1584,548489580718850068,"Kushalb  | Web3Go",1,3020,11,0,0,"ᛟ",
1585,937267341690040330,payel55,1,3018,11,0,0,"ᚠ",
1586,1063864713915682857,"Alpesh95| Web3Go",1,3014,15,0,0,"ᛃ",
1587,971651592526909451,"Anil Kumar",1,3013,8,0,0,"ᚷ",
1588,1162394567996346428,Abhi,1,3011,6,0,0,"ᛜ",
1589,1115616326636032102,madhu0780,1,3000,10,0,0,"ᛟ",
1590,1218579957614379111,Tanush,1,2997,21,0,0,"ᚺ",
1591,839522327351525396,azai,1,2992,4,1,2678,"ᛗ","ᛗ"
1592,1140645796400877618,"Priti Mitra",1,2989,13,0,0,"ᛗ",
1593,916405934253809714,Tanjil007,1,2975,7,0,0,"ᛏ",
1594,1213875149049167903,rkbikerider58,1,2975,17,0,0,"ᛒ",
1595,831797800797732894,ParaDOX,1,2974,8,0,0,"ᚠ",
1596,1085460315208163369,kishankailashbind,1,2971,11,0,0,"ᛞ",
1597,938779624295510027,QuimiQ,1,2959,16,0,0,"ᚹ",
1598,932454186556227604,Nexda,1,2958,17,0,0,"ᛈ",
1599,966647927219032104,madhuri8240,1,2958,18,0,0,"ᛈ",
1600,994846426473451551,Nandini497,1,2955,14,0,0,"ᛈ",
1601,935193011695013988,GREATKHALI,1,2954,16,0,0,"ᛃ",
1602,923656690618990593,GTIMaster1o1,1,2946,7,0,0,"ᛒ",
1603,1124606293605355551,jerry12212,1,2939,10,0,0,"ᚢ",
1604,566527802527186984,"SLAY3R 🇮🇳",1,2934,12,0,0,"ᛞ",
1605,839791321668649010,Jagannath,1,2933,13,0,0,"ᛇ",
1606,1220392179629822044,Prahlad03,1,2927,17,0,0,"ᛊ",
1607,494476484153704459,gaurav187,1,2923,19,0,0,"ᛒ",
1608,849614506598334475,Infinite,1,2917,10,0,0,"ᛒ",
1609,1069637276973404200,Binance,1,2916,8,0,0,"ᚠ",
1610,939528478167007243,Jassi3948,1,2909,13,0,0,"ᛗ",
1611,825309438432378920,adolft,1,2905,15,0,0,"ᛒ",
1612,999261520712187914,"E_Aliana🤟_NVIR",1,2905,16,0,0,"ᛈ",
1613,842796806958350389,"Dpk POoNiA",1,2904,19,0,0,"ᛈ",
1614,1201557601742245910,"Sremat Khuntal",1,2899,15,0,0,"ᚾ",
1615,950067059314798712,hahhsh,1,2896,7,0,0,"ᛖ",
1616,1124028633565102100,"sumit patel",1,2896,17,0,0,"ᛉ",
1617,1196822416446476370,Chanda,1,2893,8,0,0,"ᛞ",
1618,831539295739052062,ComfortableGuy,1,2892,5,0,0,"ᛖ",
1619,836628633493438515,Sharpshooter,1,2892,5,0,0,"ᛖ",
1620,994492360329281538,"Rathikanta l Suiswap",1,2871,15,0,0,"ᚷ",
1621,816275711039635456,"🏇Rohithu786 Web3Go ⛓ SubQuery",1,2870,8,0,0,"ᛒ",
1622,959649433023303750,Immubtg,1,2868,13,0,0,"ᛒ",
1623,922223644053233705,MdYousuf,1,2863,9,0,0,"ᚢ",
1624,1006487078772678747,aru90243,1,2860,8,0,0,"ᛊ",
1625,428137994814488576,Mr.Probss,1,2857,17,0,0,"ᛒ",
1626,1018547497909620887,farhan00,1,2851,18,0,0,"ᚾ",
1627,825315650074837002,rajkumar,1,2849,13,0,0,"ᛁ",
1628,1087788111234351335,KARU,1,2846,12,0,0,"ᛇ",
1629,878315249340678164,Berry33,1,2844,4,0,0,"ᚠ",
1630,828911874988310549,CryptoAbhay,1,2841,18,0,0,"ᛈ",
1631,888105575580319795,"Vishal Kumar",1,2841,17,0,0,"ᚹ",
1632,1123630294428287036,Jimmy,1,2838,12,0,0,"ᛈ",
1633,912192749246234664,Bull,1,2835,18,0,0,"ᛉ",
1634,1201559130532478997,"Tirtha Yatra",1,2831,15,0,0,"ᛁ",
1635,359723675555201025,k,1,2823,2,1,2678,"ᛗ","ᛗ"
1636,825312822103769089,Kishan,1,2822,11,0,0,"ᛊ",
1637,990073242490388501,"YummyMe | bitSmiley",1,2818,11,0,0,"ᚹ",
1638,938780607440367647,NeighborSpy135,1,2808,16,0,0,"ᛇ",
1639,977429566446522409,seema497,1,2806,13,0,0,"ᛜ",
1640,839144017865998377,"Nothing Bird",1,2805,13,0,0,"ᚷ",
1641,826011991080435712,"Golshan Mandal",1,2797,14,0,0,"ᚹ",
1642,839811541158854706,Nishad,1,2780,15,0,0,"ᛃ",
1643,1204440085898985476,"Rezer Roxxy",1,2773,15,0,0,"ᛇ",
1644,841915274290397204,payel55,1,2772,11,0,0,"ᚺ",
1645,1150780220551467128,"Imtiaz | Web3Go",1,2772,11,0,0,"ᛃ",
1646,865521797411373066,"shashi | Web3Go",1,2766,14,0,0,"ᚷ",
1647,809513107105513503,itzankiiii,1,2763,18,0,0,"ᛗ",
1648,885926506814111874,kismat,1,2762,13,0,0,"ᛉ",
1649,1028631377412894771,Sirloin,1,2762,13,0,0,"ᛗ",
1650,823630397464117338,vk,1,2756,10,0,0,"ᛇ",
1651,858652056498601984,"Imran0123🕵",1,2753,11,0,0,"ᛗ",
1652,878143358202159115,prince799pogo,1,2753,10,0,0,"ᚦ",
1653,1118744154470617159,raj5612,1,2749,10,0,0,"ᛇ",
1654,829748573251043379,Mithun1213,1,2748,14,0,0,"ᛇ",
1655,1118764510082244740,beniwal,1,2739,11,0,0,"ᛒ",
1656,421883904304349194,"Sudheerverma |UBD Network",1,2737,13,0,0,"ᚲ",
1657,811826572360286208,Hack#55,1,2729,14,0,0,"ᛒ",
1658,1216068217802457108,Dale,1,2729,22,0,0,"ᛖ",
1659,946447091893428294,rajes,1,2725,18,0,0,"ᛖ",
1660,690981219764273194,"sid🕵🏻",1,2721,7,0,0,"ᚦ",
1661,957690479733010502,aashma,1,2714,8,0,0,"ᛒ",
1662,968796875715145728,hearbeat,1,2714,17,0,0,"ᛒ",
1663,609422929322573854,"headhunter_15 | Web3Go",1,2704,18,0,0,"ᛒ",
1664,1217173926732632196,shivay,1,2702,6,0,0,"ᛟ",
1665,1215592794777976904,Aless,1,2699,14,0,0,"ᛟ",
1666,998124966287507456,Gagan,1,2698,14,0,0,"ᛇ",
1667,167107849971957760,PBTuft,1,2696,12,0,0,"ᚷ",
1668,1218563571101732875,Sumii,1,2692,8,0,0,"ᛊ",
1669,1025402067218616401,Yash,1,2689,15,0,0,"ᛃ",
1670,801726598675038208,sanjay#7378,1,2685,15,0,0,"ᛈ",
1671,946436136690126919,lossles,1,2679,18,0,0,"ᚱ",
1672,811565802158424076,Mubin,1,2678,14,0,0,"ᚷ",
1673,831392042940235776,mayankgg,1,2677,18,0,0,"ᛏ",
1674,867400834820472842,rohitideas,1,2677,21,0,0,"ᛈ",
1675,938779150372732958,>^_^<,1,2677,16,0,0,"ᛃ",
1676,884417942593343530,"yessy0308 / Web3Go",1,2671,13,0,0,"ᛜ",
1677,921016948727373904,akashvegad,1,2671,19,0,0,"ᛏ",
1678,1220380124751331490,413658,1,2669,13,0,0,"ᛟ",
1679,823763921886249000,Nihar,1,2664,19,0,0,"ᛊ",
1680,976724699717435442,Waris,1,2664,8,0,0,"ᛟ",
1681,1048630763576360960,Sadman,1,2663,9,0,0,"ᛇ",
1682,921661258472755222,nft.somrat,1,2659,8,0,0,"ᛈ",
1683,842462200056119326,"mayank1jly | Web3Go",1,2656,7,0,0,"ᚢ",
1684,832332226276229141,vc1994,1,2650,14,0,0,"ᚾ",
1685,1217870052888412174,Jyotirmay,1,2646,14,0,0,"ᛏ",
1686,1201561329689952287,"Vortex Link",1,2642,15,0,0,"ᛃ",
1687,1109065499326816346,"√ Poovarasan |",1,2639,9,0,0,"ᛗ",
1688,1217824932080259176,Kamaldeba,1,2634,16,0,0,"ᚹ",
1689,951365946524717056,raju,1,2632,11,0,0,"ᚷ",
1690,837030430443831347,supriya8001,1,2623,21,0,0,"ᛉ",
1691,946046365262311514,realavi1,1,2621,20,0,0,"ᛖ",
1692,1018116843350786078,suhas,1,2611,18,0,0,"ᚹ",
1693,1025443933108580437,lilynil,1,2610,13,0,0,"ᛞ",
1694,1026118049457258597,rohit589,1,2581,14,0,0,"ᚺ",
1695,1201567341713051768,"Tarun poria",1,2575,9,0,0,"ᚷ",
1696,503561874252496906,Singhabhi747,1,2564,16,0,0,"ᛇ",
1697,757234227262652456,"WAN • ₿TC - BitSmiley",1,2564,12,0,0,"ᛇ",
1698,926077393699995670,luchuanqi,1,2560,10,0,0,"ᚱ",
1699,825321823888474153,maha,1,2553,18,0,0,"ᛈ",
1700,842245647885271060,"MANIK ROY",1,2552,11,0,0,"ᛈ",
1701,1057913795378434079,"aptosx | Web3Go",1,2550,6,0,0,"ᛟ",
1702,428535696240934913,spyorange,1,2548,3,1,2472,"ᛞ","ᚺ"
1703,993609084421021806,danishh,1,2546,7,0,0,"ᛗ",
1704,442679683365208066,"mpgml | bitsmiley ^^",1,2544,15,0,0,"ᛞ",
1705,947398078103703553,raja22,1,2542,14,0,0,"ᚹ",
1706,876169666207285318,Patrickhanz,1,2541,7,0,0,"ᛗ",
1707,848257533713711104,shubham7474,1,2540,19,0,0,"ᚹ",
1708,875623457671491665,MercXavier,1,2539,9,0,0,"ᛗ",
1709,970392800245977114,bishal988,1,2539,7,0,0,"ᛟ",
1710,724678176130990191,khadiza,1,2534,13,0,0,"ᛇ",
1711,831839788939608064,meet,1,2528,8,0,0,"ᚷ",
1712,1150616867933794394,thakur1470,1,2523,10,0,0,"ᛏ",
1713,1048120208407142451,"Tota  | Web3Go",1,2522,8,0,0,"ᛗ",
1714,1168171694775615509,Dd,1,2521,10,0,0,"ᚢ",
1715,938780561160429608,"Sam Lasagna",1,2514,16,0,0,"ᚾ",
1716,958758182623252541,zeoraex,1,2512,12,0,0,"ᚺ",
1717,678001818449739806,Cam,1,2510,14,0,0,"ᛈ",
1718,981390794105696266,phpy,1,2508,8,0,0,"ᚷ",
1719,1178227565706608643,Nomansland,1,2507,16,0,0,"ᛈ",
1720,1211280389101064265,xvishan,1,2505,8,0,0,"ᛜ",
1721,951728661483114497,Nishadraj786,1,2502,8,0,0,"ᛖ",
1722,763210360664096848,WEB3GO,1,2500,16,0,0,"ᛏ",
1723,1220360154978058302,Bitcoin,1,2494,8,0,0,"ᛟ",
1724,619772612272193567,raw_bean12,1,2492,9,0,0,"ᛃ",
1725,1150071443825111080,"Pankaj Saini",1,2488,15,0,0,"ᛃ",
1726,833518996178337812,1234,1,2486,7,0,0,"ᛜ",
1727,896494255462309938,"Mr SK",1,2480,9,0,0,"ᛟ",
1728,1198827765949026437,"Venom ||",1,2474,9,0,0,"ᛚ",
1729,903703335750733884,saidev15#6128,1,2473,7,0,0,"ᛟ",
1730,1076078134312587334,"Sam Rodrigo",1,2460,7,0,0,"ᛃ",
1731,907194191107473488,"saifu88 | web3Go",1,2458,8,0,0,"ᛗ",
1732,828855429437980703,5show,1,2457,17,0,0,"ᛒ",
1733,938780823895830568,Kyber,1,2446,16,0,0,"ᛁ",
1734,831503144298610749,mkumar,1,2443,13,0,0,"ᛇ",
1735,989383652754485288,"man in wood",1,2433,19,0,0,"ᛞ",
1736,816781088197181451,MrRare,1,2424,6,0,0,"ᛏ",
1737,1024193464755290162,gojos7101,1,2424,11,0,0,"ᛃ",
1738,946449157248397422,akasha,1,2422,13,0,0,"ᛜ",
1739,1186675119565852814,"Ex Why Zed",1,2419,9,0,0,"ᛟ",
1740,825329850671300609,aratig,1,2417,11,0,0,"ᚦ",
1741,1039069562584436777,Jayant,1,2410,7,0,0,"ᛟ",
1742,1126400607792660500,crypto,1,2406,17,0,0,"ᚦ",
1743,828552225672134657,"anilj6075 👑",1,2402,14,0,0,"ᛊ",
1744,1100025245135548567,Brucelee,1,2400,16,0,0,"ᛒ",
1745,1072456189838884875,blackdragon0525,1,2389,7,0,0,"ᛗ",
1746,978724568615235664,joni0329,1,2386,15,0,0,"ᚹ",
1747,1018712332467195984,crypton,1,2386,6,0,0,"ᛜ",
1748,965458200423972874,Light,1,2379,7,0,0,"ᚺ",
1749,1220353517131141160,cryptotalks,1,2375,10,0,0,"ᛟ",
1750,997545576033951766,"Haroon | Web3Go",1,2370,9,0,0,"ᚷ",
1751,930482774886977556,bishalgc_,1,2364,4,0,0,"ᛞ",
1752,820771882160357386,RagnarX,1,2354,4,0,0,"ᛖ",
1753,724319618063401051,Ubay,1,2352,9,0,0,"ᚹ",
1754,960148744177860608,rocky90,1,2343,16,0,0,"ᛈ",
1755,1018493598842495098,Ajay11,1,2339,15,0,0,"ᚷ",
1756,907538340423827456,Goku,1,2335,12,0,0,"ᚦ",
1757,1200813369838555136,Sanjay1099,1,2335,14,0,0,"ᛇ",
1758,1018901899610689608,diaster151,1,2333,10,0,0,"ᛒ",
1759,906170382673928253,anjiab,1,2319,6,0,0,"ᛒ",
1760,764542270430117960,HSN,1,2315,16,0,0,"ᛒ",
1761,1052211431367512104,mohitlala,1,2296,7,0,0,"ᚦ",
1762,927957050774913115,lettart,1,2295,10,0,0,"ᛇ",
1763,507409954274148352,arpits,1,2293,10,0,0,"ᛃ",
1764,1124543850208309328,Ishuthakur,1,2292,17,0,0,"ᛟ",
1765,825338936343003156,raunak,1,2291,4,0,0,"ᛇ",
1766,1141803687841386596,"Naveen Kumar",1,2291,7,0,0,"ᛞ",
1767,534306758391496743,"shivam ojha",1,2269,9,0,0,"ᛃ",
1768,837438696763424849,"Gauri""Web3Go",1,2264,9,0,0,"ᚠ",
1769,942024950158622760,"April709959 | Web3Go",1,2248,8,0,0,"ᛖ",
1770,1109550286105739325,DeepSarkar||Web3Go,1,2248,14,0,0,"ᚷ",
1771,1067705139529519154,Jayant7,1,2244,7,0,0,"ᛜ",
1772,1115844127221891143,"rajis5555🕵",1,2240,20,0,0,"ᛏ",
1773,828397338543652912,agung,1,2239,9,0,0,"ᚱ",
1774,1207043154570780712,rahul56,1,2237,11,0,0,"ᛚ",
1775,825338996154433548,"minati1234🕵🏻",1,2234,16,0,0,"ᚹ",
1776,1212384300125921310,Kingzen,1,2234,8,0,0,"ᚠ",
1777,635355928241111072,Mexico,1,2233,9,0,0,"ᛁ",
1778,844060517281562654,"“ | Web3Go “",1,2231,5,0,0,"ᚺ",
1779,949737716860485633,"it'smesoni123",1,2230,16,0,0,"ᛈ",
1780,885569430346678342,kuldeep_1437,1,2228,17,0,0,"ᛒ",
1781,818085178140393472,GromHSCR,1,2225,4,0,0,"ᛖ",
1782,822848883180437584,Squizii,1,2225,4,0,0,"ᛖ",
1783,752037234680791080,Pradumn11331,1,2216,3,1,2083,"ᚹ","ᚷ"
1784,571383454902517760,"anchalg 🟣 Unblocked",1,2208,19,0,0,"ᚷ",
1785,1187807741050368093,Saniya,1,2208,11,0,0,"ᛞ",
1786,799134380429148160,abnerWigglestaff,1,2200,3,0,0,"ᛞ",
1787,1118925949052919928,Umer,1,2199,17,0,0,"ᛒ",
1788,536125896600322049,Shaifulimam,1,2194,11,0,0,"ᛖ",
1789,1217327242783490138,"Satyam sahu",1,2193,10,0,0,"ᚷ",
1790,1033065700459290684,girraj563,1,2187,7,0,0,"ᛃ",
1791,1065270401900478564,rohiiitanna00,1,2180,12,0,0,"ᚺ",
1792,843541851398602783,"KKAPIL306 | Web3Go",1,2176,6,0,0,"ᛟ",
1793,990461829174140948,Hamid,1,2171,14,0,0,"ᚾ",
1794,825158745508151336,bhabuk0802,1,2166,12,0,0,"ᛈ",
1795,683685365210677344,avneeshsingh,1,2163,14,0,0,"ᚹ",
1796,749189314084077618,professor,1,2157,7,0,0,"ᛃ",
1797,1009737116118417429,Rewantnai,1,2155,15,0,0,"ᚷ",
1798,927936120392667207,carslenter,1,2140,10,0,0,"ᛈ",
1799,1048622951571935272,"Tarzan  | Web3Go",1,2140,9,0,0,"ᛊ",
1800,886451627890966579,Magno5797,1,2139,20,0,0,"ᛏ",
1801,1166781188074119259,Shahilking,1,2137,11,0,0,"ᛖ",
1802,1021795784825516124,sksaroj#0678,1,2133,15,0,0,"ᛇ",
1803,1100650302601953432,"S U N N Y C A L L S 💯",1,2133,23,0,0,"ᛖ",
1804,1219361750307307622,Suman3,1,2130,7,0,0,"ᛇ",
1805,630094000774447106,"YouKnowWho 💫",1,2129,7,0,0,"ᛉ",
1806,290485087709954060,Metler,1,2125,14,0,0,"ᛇ",
1807,977521928380231710,"!                       sobi.sol",1,2124,3,0,0,"ᛗ",
1808,894435007077171212,"NovaDEX | Inspect 2.0 | Web3Go",1,2123,8,0,0,"ᛖ",
1809,893853252976795659,bittokumar,1,2120,14,0,0,"ᛟ",
1810,943304827549659176,Omchandra12,1,2115,4,0,0,"ᛟ",
1811,1192055741641662478,"Mursalin Mondal",1,2107,11,0,0,"ᛇ",
1812,864836376045944832,gulm420,1,2106,10,0,0,"ᚷ",
1813,907141404873093120,"ardecrouz⚡",1,2105,5,0,0,"ᛗ",
1814,1092491822594543737,surya9727,1,2100,8,0,0,"ᛟ",
1815,748895665664557106,rathod11,1,2097,13,0,0,"ᛊ",
1816,693982345119662080,PRIYANSHU.DS,1,2093,5,0,0,"ᚦ",
1817,1163685064845033532,Navalkishore,1,2093,13,0,0,"ᛖ",
1818,870601529655185458,KAAJU,1,2089,6,0,0,"ᛞ",
1819,995229701423505539,Sumaniya,1,2085,3,0,0,"ᚠ",
1820,842704254425628673,aman336,1,2081,2,0,0,"ᛉ",
1821,983663652664131594,"Megha |  | Full Force",1,2077,11,0,0,"ᛒ",
1822,1020233832840044614,SatyamJha,1,2069,8,0,0,"ᛞ",
1823,701682960201547786,kishor99,1,2066,17,0,0,"ᛇ",
1824,982944749042425896,soon,1,2061,8,0,0,"ᚲ",
1825,957572625914277888,badal5118,1,2059,7,0,0,"ᛞ",
1826,1205493889314721852,"Parmeet Singh 🕵 | Web3Go",1,2058,9,0,0,"ᚾ",
1827,1061983463999279204,"Miss Girl 🕵",1,2054,14,0,0,"ᚠ",
1828,1003305441318666310,golammasum.77,1,2037,11,0,0,"ᚷ",
1829,1217855325932224514,bhdjd,1,2034,16,0,0,"ᛈ",
1830,525267145936863252,"el chapo tuga | ₿",1,2033,24,0,0,"ᛖ",
1831,1107901931885699072,moneyblastlite70659508,1,2033,8,0,0,"ᛗ",
1832,1197269935961931959,Paresh,1,2029,6,0,0,"ᛇ",
1833,1142118798560874526,Bijare,1,2022,9,0,0,"ᛈ",
1834,841744391726170123,Rajesh143,1,2021,11,0,0,"ᛊ",
1835,519163941780193308,kHAJAYT,1,2020,13,0,0,"ᛚ",
1836,861871890461229086,Sahal,1,2020,14,0,0,"ᛉ",
1837,733003607598825502,"vinodpappi“ | Web3Go “",1,2019,10,0,0,"ᚺ",
1838,1190233817055776850,AimZ,1,2015,9,0,0,"ᛟ",
1839,474937307938684928,akd47,1,2012,6,0,0,"ᛟ",
1840,1070393380468703253,ANIMESH,1,2005,6,0,0,"ᚦ",
1841,1003391093536194703,"Tariqulnft85 Web3Go",1,2001,4,0,0,"ᚠ",
1842,1077862614190800917,Thanku,1,1996,5,0,0,"ᛇ",
1843,1182236366310998046,"Jonny sen",1,1995,7,0,0,"ᛚ",
1844,208853050603864064,w4rm4ch1n3z6902,1,1980,9,0,0,"ᚷ",
1845,1203754833211957310,Dipen,1,1974,14,0,0,"ᚺ",
1846,832626529845379132,nulldao,1,1971,3,0,0,"ᚢ",
