position,discord_id,username,insc_held,balance,mined,exact_guesses,max_reward,fav_glyph,lucky_glyph
768,840467482619019274,"🏇Johncox",1,8442,7,1,6716,"ᚱ","ᚱ"
769,1209928900998856714,Kajal,1,8442,25,1,3308,"ᛞ","ᚦ"
770,898199019736682537,flex9701,1,8434,34,1,2472,"ᚠ","ᚺ"
771,956501413716967454,manenkilo,1,8434,34,1,2472,"ᚠ","ᚺ"
772,956502503451660318,dashline5925,1,8434,34,1,2472,"ᚠ","ᚺ"
773,956502504932249672,farantegypsyc,1,8434,34,1,2472,"ᚠ","ᚺ"
774,956502585832001566,tawnywillittan,1,8434,34,1,2472,"ᚠ","ᚺ"
775,825318349948846100,BIGBULL,1,8424,29,0,0,"ᛁ",
776,1193907823139094578,Abishek,1,8410,27,1,2472,"ᚺ","ᚺ"
777,1023110344643711018,APTOS,1,8409,26,1,4017,"ᚷ","ᚢ"
778,952774803704672276,yura01361,1,8406,33,1,2472,"ᚠ","ᚺ"
779,952775154730151987,mark10338,1,8406,33,1,2472,"ᚷ","ᚺ"
780,881613178696515615,proxbgmi,1,8405,28,1,2083,"ᛜ","ᚷ"
781,965110244869021757,"Mayur 🕵",1,8401,31,0,0,"ᛖ",
782,912748270932066334,preeti,1,8396,19,1,4017,"ᚢ","ᚢ"
783,1213511143793102960,bhushan11,1,8391,18,2,3358,"ᛇ","ᛇ"
784,832114129492770818,"Anand Pandey | Web3Go",1,8390,17,1,4591,"ᛇ","ᛟ"
785,1208304192754683935,Jaasay02,1,8366,14,1,3813,"ᚨ","ᚺ"
786,961238731690479636,Bikash,1,8358,13,1,5696,"ᛊ","ᛊ"
787,1068368650773471314,Barbie,1,8345,6,1,6923,"ᛏ","ᚢ"
788,1136878198496436377,"maheshbawariya | Web3Go",1,8342,5,1,6923,"ᛗ","ᚢ"
789,998870339431960607,MILL3857,1,8327,31,0,0,"ᚹ",
790,478185677415251989,"MAXDOM | रामेष्ट 💕",1,8314,8,1,6923,"ᛞ","ᚢ"
791,894084214616621116,adboss,1,8296,31,1,2678,"ᚲ","ᛗ"
792,1076062578620518492,suiyash,1,8295,29,1,3214,"ᛃ","ᛃ"
793,716111820544540772,"Anupamhack🕵",1,8292,33,1,2083,"ᚠ","ᚷ"
794,1195709884818268291,"crypto nani",1,8258,18,1,4017,"ᚢ","ᚢ"
795,1217440158454911100,manusingh,1,8253,34,1,3358,"ᛇ","ᛇ"
796,889047706058764321,Abhi,1,8251,30,1,3813,"ᚠ","ᚺ"
797,1097696423023227073,amycollins.,1,8247,23,1,4500,"ᚠ","ᛜ"
798,1204457982830837845,Aadi,1,8222,3,1,6716,"ᚱ","ᚱ"
799,1164817201291874316,mira187,1,8220,19,1,3515,"ᛈ","ᚺ"
800,1193246663331020822,"tamim cent",1,8196,15,1,4591,"ᛟ","ᛟ"
801,332211345862819841,hitesh3204,1,8171,31,1,2472,"ᛞ","ᚺ"
802,1096642810473627689,tradeseven2023,1,8163,34,0,0,"ᛊ",
803,1021810070322937866,airdropdestination,1,8154,15,1,5696,"ᚺ","ᛊ"
804,898801294754586665,Danny,1,8151,19,1,3879,"ᛃ","ᛃ"
805,1018687843872280686,"Amal.bit @IntractAmbassador",1,8149,19,1,4591,"ᚦ","ᚦ"
806,871642380623818812,ritzzt,1,8146,24,2,2472,"ᚺ","ᚺ"
807,913331668381737030,pected,1,8143,33,0,0,"ᛒ",
808,1217819910105989251,Rinkudeba,1,8136,17,1,4500,"ᛚ","ᛜ"
809,995755570122461275,bilu551,1,8124,27,1,3358,"ᛒ","ᛇ"
810,1100421121280577678,"Madman | Web3Go",1,8107,32,1,3308,"ᚹ","ᚾ"
811,1037742066328944771,"s9057220802 sui bears",1,8104,24,1,4245,"ᛞ","ᚱ"
812,887905644508770344,sumit129,1,8099,26,1,2083,"ᚷ","ᚷ"
813,998967705677856878,ashish16,1,8094,19,1,4687,"ᚷ","ᚱ"
814,1108311366336532511,mozuru4783,1,8070,23,1,3308,"ᚦ","ᚦ"
815,1036560614404915221,"lalila | Web3Go",1,8064,34,0,0,"ᛒ",
816,952384953495224340,faizkhan12,1,8059,28,1,4017,"ᚢ","ᚢ"
817,1085227974674104372,Synqxy,1,8056,32,0,0,"ᚹ",
818,1034312679608832021,ajju4853,1,8049,12,1,5625,"ᚨ","ᚠ"
819,1206502091905040386,varun,1,8045,30,1,3813,"ᛇ","ᚺ"
820,813968473549832222,Ritikraj,1,8041,12,1,5696,"ᛞ","ᛊ"
821,1200414044360818768,Hasnain,1,8015,27,1,3629,"ᛊ","ᛞ"
822,952811069074710548,gamesense4416,1,8014,34,1,2472,"ᚠ","ᚺ"
823,957105010511085638,dedadar,1,8014,34,1,2472,"ᚠ","ᚺ"
824,957105310147956756,minetorchman,1,8014,34,1,2472,"ᚠ","ᚺ"
825,957105325859811339,neick8854,1,8014,34,1,2472,"ᚠ","ᚺ"
826,957105376493461504,eenisha,1,8014,34,1,2472,"ᚠ","ᚺ"
827,957105679460610099,kostya7800,1,8014,34,1,2472,"ᚠ","ᚺ"
828,957105719902109777,berai2817,1,8014,34,1,2472,"ᚠ","ᚺ"
829,957123956127703070,tonker0403,1,8014,34,1,2472,"ᚠ","ᚺ"
830,1018186998655238194,yogibhai8976,1,8004,32,1,3214,"ᛏ","ᛃ"
831,922666169289281556,Gritik,1,7999,17,1,4591,"ᚹ","ᚦ"
832,840816093337747506,ravleenkaur.,1,7998,32,1,2472,"ᛒ","ᚺ"
833,1210945585260011540,"Sadia Mou",1,7995,20,1,3308,"ᛒ","ᚦ"
834,773516740994269196,ElectroMafiaYT,1,7994,30,1,3358,"ᛇ","ᛇ"
835,952775893019922463,ignat0357,1,7986,33,1,2472,"ᚠ","ᚺ"
836,952778792403861554,gravitilo,1,7986,33,1,2472,"ᚺ","ᚺ"
837,1073178304552636516,tattooon,1,7980,34,1,2472,"ᛏ","ᚺ"
838,963412461367742505,"Peter jake",1,7978,31,1,2884,"ᛉ","ᛉ"
839,1085531559106453565,gaurav26782+1,1,7975,24,1,3308,"ᛇ","ᚾ"
840,1188377131206582385,Romble_Akkigomblegame,1,7968,21,1,3308,"ᛒ","ᚾ"
841,828873630355554317,RajGupta,1,7967,10,2,3358,"ᛇ","ᛇ"
842,1093012379337510962,"Grthgddf | Depthos",1,7965,31,1,3358,"ᛇ","ᛇ"
843,1220389464208183377,"Hareram bhardwaj",1,7952,30,1,3813,"ᚦ","ᚺ"
844,762185386025287752,"pardeep3144 | Suiswap",1,7950,26,1,3813,"ᛒ","ᚺ"
845,536217333287354378,MustaqAhamed1#786,1,7933,19,1,4687,"ᚦ","ᚱ"
846,1018498559311626281,YTHUB,1,7913,17,1,4591,"ᛟ","ᛟ"
847,499304010604478466,"newaz 🕵",1,7908,17,1,4687,"ᚱ","ᚱ"
848,1085008156691808328,chaynaroy001,1,7900,27,0,0,"ᛇ",
849,1076701349049290792,ykhushbu2003,1,7898,16,1,5696,"ᛊ","ᛊ"
850,1216267621947670651,"SIDDHANT SINHA",1,7873,18,0,0,"ᛒ",
851,898271077170544680,0xSid,1,7858,31,0,0,"ᛟ",
852,900340853627822140,"!                      ItsKartik",1,7849,31,1,2884,"ᛈ","ᛉ"
853,886534962684260352,Kartik,1,7841,31,0,0,"ᛏ",
854,1036575226584109086,guruji6302,1,7829,28,1,2472,"ᚺ","ᚺ"
855,828598681099567124,Thakur,1,7811,12,1,5696,"ᚱ","ᛊ"
856,1212063232177610773,Eshu,1,7806,28,0,0,"ᚷ",
857,1050722463316713532,KryptoBean,1,7800,32,1,2884,"ᛒ","ᛉ"
858,766916318061789184,adithdgdgs,1,7795,29,1,2884,"ᛏ","ᛉ"
859,844312575823052851,SauravShakya,1,7794,34,0,0,"ᛇ",
860,997067368775827586,RahulSingh,1,7751,28,1,4245,"ᛏ","ᚱ"
861,951196947782451210,itachi786,1,7721,30,1,3629,"ᚾ","ᛞ"
862,1185833550101098597,Rontee,1,7711,33,0,0,"ᛊ",
863,957123908031623208,bingmo6987,1,7704,33,1,2472,"ᛉ","ᚺ"
864,1154659471432355922,Rinku5151,1,7702,31,1,2678,"ᛇ","ᛗ"
865,981390517050961991,veeeeee5023,1,7700,28,0,0,"ᛟ",
866,900330738623332383,Tuju,1,7695,33,0,0,"ᛈ",
867,987219195701903370,Manishk31128197,1,7689,20,1,3629,"ᛃ","ᛞ"
868,1073178497306071133,tuffi,1,7688,34,1,2083,"ᛖ","ᚷ"
869,1101135959971606559,"boss call me Juliet",1,7683,8,1,5696,"ᛟ","ᛊ"
870,977436152619470908,Awar599,1,7677,13,1,4591,"ᛒ","ᛟ"
871,859106218063429702,"Ranjit | Web3Go",1,7672,27,1,2884,"ᛉ","ᛉ"
872,1186937832414126122,Neonick,1,7663,33,0,0,"ᛈ",
873,1067846707427164362,Sanket,1,7661,27,1,3515,"ᚺ","ᚺ"
874,1024293708310519859,Dracoo,1,7659,34,0,0,"ᛏ",
875,988350565736148993,"manu5525 ❤",1,7652,7,1,6716,"ᚷ","ᚱ"
876,885941257891876965,"jitesh21#7699 | Web3Go",1,7639,29,1,4687,"ᛖ","ᛖ"
877,968334988896509962,Srs143,1,7637,25,0,0,"ᚠ",
878,886225184309256222,Gowri358,1,7628,33,1,2472,"ᛃ","ᚺ"
879,1203652529313947718,Billudodo123,1,7618,34,1,2472,"ᚺ","ᚺ"
880,570929337944113155,"night fury",1,7607,20,1,4591,"ᛜ","ᛟ"
881,937412242499072080,Rohit,1,7600,17,1,3629,"ᛞ","ᛞ"
882,1163426711493419018,"Rohit Gupta ⚔🥷",1,7599,15,1,5696,"ᛒ","ᛊ"
883,939841363674021938,Sameer,1,7575,26,1,2678,"ᚺ","ᛗ"
884,879376131139190814,Ankur,1,7570,21,1,3308,"ᛇ","ᚾ"
885,1031527057076793365,kumar,1,7570,25,1,3308,"ᚦ","ᚦ"
886,1185802098676355136,RGS,1,7563,31,1,2472,"ᚺ","ᚺ"
887,1008616478255358052,Richa,1,7560,31,0,0,"ᛉ",
888,1136652430990393425,"HBO / ⛓ SubQuery",1,7549,22,1,3879,"ᛃ","ᛃ"
889,718408456930983986,RASHEED#5180,1,7548,34,0,0,"ᚠ",
890,1198172181612462151,Jayesh,1,7544,24,0,0,"ᚠ",
891,593043792152494133,"joy569🐻⛓",1,7543,16,1,5696,"ᛟ","ᛊ"
892,752481200463020042,"ThunderZ⚡",1,7534,31,1,2472,"ᚹ","ᚺ"
893,867070468711120917,Kamleshjoeya,1,7525,29,0,0,"ᛏ",
894,1207367907252772924,Sagar1221212,1,7513,9,1,4591,"ᚢ","ᚦ"
895,825295490471034891,ari,1,7512,17,1,3515,"ᚾ","ᚺ"
896,1083392110620844122,Sujata,1,7499,12,1,4017,"ᚹ","ᚢ"
897,1137282121497587763,Papu,1,7495,20,1,4017,"ᛖ","ᚢ"
898,1014695548135153764,Sakshi,1,7493,31,0,0,"ᛒ",
899,1076727947035156500,khushbupatan,1,7493,15,1,3813,"ᛞ","ᚺ"
900,1012231953505845259,Anam900,1,7489,24,1,3515,"ᛈ","ᚺ"
901,741167321111855185,"mueen haider | Web3GO",1,7472,13,1,5696,"ᛊ","ᛊ"
902,824920486705758218,MondalMadhu,1,7440,23,1,2472,"ᚺ","ᚺ"
903,895629863287918622,sahilsk7082,1,7428,19,1,4245,"ᚨ","ᚱ"
904,1190593402815909920,Hrm,1,7425,27,1,2884,"ᛏ","ᛉ"
905,1043211592696856576,sindu,1,7418,23,1,3358,"ᛇ","ᛇ"
906,503609894751043595,LightSpeed,1,7399,16,1,3515,"ᛖ","ᚺ"
907,931122610895454238,Kuldeep8347,1,7389,30,1,2472,"ᛁ","ᚺ"
908,1021411741277618336,Trisha,1,7385,17,1,4591,"ᚹ","ᛟ"
909,953271743831765012,snsms,1,7365,20,1,3813,"ᛒ","ᚺ"
910,437818665698852874,"Raulcpa 👽",1,7360,22,1,2472,"ᚺ","ᚺ"
911,702388173329793106,Anshulya12,1,7359,24,0,0,"ᚷ",
912,834800172785074286,Subhas,1,7317,22,1,2083,"ᚷ","ᚷ"
913,923504412293468200,Anand,1,7305,22,1,3214,"ᛒ","ᛃ"
914,691373549792919623,"YASH | VERSE",1,7291,28,1,3358,"ᛇ","ᛇ"
915,1192519415271530536,banku2,1,7289,31,0,0,"ᚨ",
916,886273150285930577,shankar3688,1,7281,31,1,2472,"ᚺ","ᚺ"
917,848731542271819777,RuditaTeay,1,7280,2,1,6716,"ᛈ","ᚱ"
918,846056828378153000,rajnishkkoo,1,7270,4,1,5696,"ᛟ","ᛊ"
919,829960904858402898,Economic.cl,1,7266,4,1,6923,"ᛇ","ᚢ"
920,887648318778380288,mozillaCRYPTO,1,7264,34,0,0,"ᛖ",
921,1202679489453232209,DocFuel,1,7253,33,0,0,"ᛃ",
922,894559163827519529,Demon704,1,7249,17,1,3879,"ᚾ","ᛃ"
923,1220360037793402941,Joydip721,1,7245,20,1,4500,"ᛜ","ᛜ"
924,829254327612604461,vishalsns,1,7244,15,1,4591,"ᛏ","ᚦ"
925,837306389344550923,Imranbtg,1,7242,13,1,5696,"ᛁ","ᛊ"
926,1200092692135301234,sradha3477,1,7234,8,1,5696,"ᛊ","ᛊ"
927,690340674242871306,yarj.eth,1,7181,2,1,7031,"ᚾ","ᚾ"
928,1027473454091468821,"Abdulkadir Abdullahi",1,7176,6,2,3629,"ᛞ","ᛞ"
929,943129869355728896,"pranavsharma ⛓ SubQuery",1,7149,23,1,3308,"ᛒ","ᚦ"
930,888242680205832244,lucifer898,1,7148,34,0,0,"ᛟ",
931,1005095737996087308,"Manoj || INJ",1,7142,13,1,4591,"ᚹ","ᛟ"
932,1209131114824863764,750282,1,7139,26,1,3358,"ᛉ","ᛇ"
933,933710051347148931,Neel$$,1,7135,26,1,2678,"ᛗ","ᛗ"
934,1033271454084649091,"༺ Nΐ†eรh Baΐ͢͢͢ꜱ ༻",1,7132,16,1,3358,"ᚷ","ᛇ"
935,1060955993267249212,mac6399,1,7128,30,0,0,"ᛊ",
936,1033321673446936676,teza,1,7125,33,0,0,"ᛞ",
937,838436541557899326,Pulak982,1,7117,30,1,2083,"ᛏ","ᚷ"
938,1106954280944009227,vishalkumar_000,1,7110,20,1,4017,"ᛈ","ᛖ"
939,944098480933203980,Himanshu2002,1,7105,22,1,3629,"ᛁ","ᛞ"
940,1203777002340093952,@SurjoDr,1,7104,16,1,4591,"ᛈ","ᛟ"
941,944868858030850108,cryptorank,1,7103,31,0,0,"ᛈ",
942,1213950736946430033,"Aryan Tiwari",1,7102,15,2,2884,"ᛏ","ᛉ"
943,888689306401652786,tokyo8984,1,7095,34,0,0,"ᛖ",
944,828550713125896192,siddhartha41775348,1,7094,15,1,4017,"ᚢ","ᚢ"
945,832649788306096171,"Ruhi the subquery",1,7093,30,0,0,"ᛈ",
946,1202075714741075999,bda12,1,7090,18,1,4017,"ᚹ","ᛖ"
947,864709876907376641,"Turtle*CORE 🐢",1,7088,26,1,3515,"ᚺ","ᚺ"
948,849995048463761408,Awu,1,7063,25,1,3358,"ᛇ","ᛇ"
949,529294832716218383,vishalsinghji,1,7058,27,1,2083,"ᚷ","ᚷ"
950,1097395921400111154,TesterMan,1,7056,7,1,5696,"ᛟ","ᛊ"
951,921633158426939444,hena#11,1,7045,9,1,4591,"ᚦ","ᚦ"
952,1092792106986258472,nwbsdepthos,1,7026,31,1,2083,"ᚷ","ᚷ"
953,855863241191325726,sinchan,1,7020,3,1,6716,"ᚷ","ᚱ"
954,1032238203152900097,Knoxid,1,7009,33,0,0,"ᚹ",
955,1156424092673646614,lovelesh,1,6977,23,1,2472,"ᚺ","ᚺ"
956,1170315787467227217,Shoeb1,1,6965,25,1,3358,"ᛊ","ᛇ"
957,784716713286565909,rajawat28,1,6943,14,1,3879,"ᛏ","ᛃ"
958,545264780450201644,"boby751996🕵 SubQuery",1,6932,32,0,0,"ᚹ",
959,831747178585915432,Aaryan,1,6928,29,0,0,"ᛒ",
960,930056226778259487,"shivam890 |NFT Feed",1,6926,31,0,0,"ᛒ",
961,260084048829874176,Wetrin,1,6923,1,1,6923,"ᚢ","ᚢ"
962,392645619593773056,juicy,1,6923,27,0,0,"ᚨ",
963,836889699900719106,kundanweb3,1,6923,1,1,6923,"ᚢ","ᚢ"
964,946072414192812092,blackbot1qwe,1,6923,1,1,6923,"ᚢ","ᚢ"
965,1073961482410266624,Victor00,1,6923,33,0,0,"ᛒ",
966,907274538990067773,CryptoBoy36,1,6919,33,0,0,"ᛊ",
967,1018575221197918359,Keswani,1,6915,19,0,0,"ᚠ",
968,838446638225031218,"omesh34800 | Web3Go",1,6912,33,0,0,"ᚷ",
969,889044272664416276,"DOPY🕵",1,6901,34,0,0,"ᛒ",
970,1169257568485527653,"Ganesh Kumar",1,6894,15,1,3879,"ᛉ","ᛃ"
971,974644368763936768,"lokenshield🕵",1,6885,9,1,5696,"ᛏ","ᛊ"
972,1206135297050550333,"Md Elahan",1,6872,22,1,3813,"ᚺ","ᚺ"
973,969890950891589672,babydevi,1,6855,16,1,4017,"ᚷ","ᚢ"
974,1112361874860806155,"nagendra Venom Punks",1,6854,33,0,0,"ᛒ",
975,1014951863533179031,eltushmiuas,1,6851,23,1,2083,"ᚷ","ᚷ"
976,551317610097016835,SAHIL,1,6846,14,1,3308,"ᛒ","ᚦ"
977,840840323697213460,"Ajijul sk",1,6841,32,0,0,"ᚠ",
978,1202997718537211955,"Shaeen Alahi",1,6833,33,0,0,"ᛒ",
979,500975552975339520,preet2316,1,6831,22,1,2083,"ᚷ","ᚷ"
980,870614601207799838,jostleboy,1,6831,25,1,2472,"ᚺ","ᚺ"
981,981395340609617920,"dksingh02 aIpacas",1,6831,28,0,0,"ᛏ",
982,763017077707374594,Lootdealpaytm,1,6828,15,1,3515,"ᛏ","ᚺ"
983,855108605328752710,"Pawan434  | Full Force",1,6827,19,1,4687,"ᚱ","ᚱ"
984,934037385400967199,siren,1,6824,28,0,0,"ᛜ",
985,1205882859907317862,"Deepak meena",1,6819,14,1,4500,"ᛇ","ᛜ"
986,825302493931634700,ZaidKhan,1,6815,30,0,0,"ᚺ",
987,938780673609711616,Zoonasser,1,6813,16,0,0,"ᛞ",
988,852148113967677450,hitesh3054,1,6809,16,1,3515,"ᚷ","ᚺ"
989,973444871182491658,Mohan,1,6809,8,1,3358,"ᚢ","ᛇ"
990,1197129863656640554,Ryzenseven,1,6799,23,0,0,"ᚢ",
991,947374644330111016,"Banty46| Web3Go⛓ SubQuery",1,6791,24,0,0,"ᛗ",
992,962039935299354724,lipunverse,1,6772,23,1,3879,"ᛉ","ᛃ"
993,939479292843278366,narzo/Web3Go,1,6770,18,0,0,"ᛟ",
994,515123360322289666,"Amit Malakar",1,6764,10,1,4591,"ᚷ","ᚦ"
995,847116906774265886,"Awais | Web3Go",1,6760,17,1,3813,"ᛒ","ᚺ"
996,826291518209916948,arvind778,1,6706,22,0,0,"ᛗ",
997,945659595211304961,ryzento2314,1,6705,23,0,0,"ᚠ",
998,1029764881026666578,Resma,1,6694,31,0,0,"ᚱ",
999,1141960956080033872,Bittu,1,6687,32,0,0,"ᛜ",
1000,957847746428153897,zeropoint,1,6683,25,1,3879,"ᚺ","ᛃ"
1001,958508439846404116,dopy,1,6681,29,0,0,"ᚷ",
1002,937713408667713536,Titanqwe,1,6659,22,1,3308,"ᛏ","ᚦ"
1003,707294803070550038,"Web3🚀 supporter",1,6646,15,1,3515,"ᛇ","ᚺ"
1004,962266864464060448,amrit9772,1,6641,15,1,3515,"ᚺ","ᚺ"
1005,764139590855819265,anish9629,1,6629,23,1,3308,"ᛒ","ᚦ"
1006,956873472896823386,jai,1,6613,27,0,0,"ᛁ",
1007,968414086746484736,"Web3 Space 🚀",1,6611,14,1,3308,"ᛞ","ᚾ"
1008,607052479317671951,EMAAN15,1,6597,24,1,3308,"ᛟ","ᚦ"
1009,1213616298978705459,dubemhgzeroa,1,6586,16,0,0,"ᚠ",
1010,772101773615824937,hamzaboys,1,6581,17,1,4245,"ᚹ","ᚱ"
1011,903443720899293224,"omprakashor🥷🕵",1,6568,10,1,4591,"ᛈ","ᚦ"
1012,1080795219953463337,hm,1,6564,33,0,0,"ᚲ",
1013,826165778528993310,Syed,1,6563,13,1,3813,"ᛈ","ᚺ"
1014,927133722376036364,CutyGirl,1,6553,31,0,0,"ᛜ",
1015,1069834095892381706,"cryptomantrade24 🐻⛓ | Web3Go",1,6530,33,0,0,"ᛈ",
1016,937745822546796624,manik235,1,6529,29,1,2083,"ᛃ","ᚷ"
1017,968223628892196895,$uq,1,6522,33,0,0,"ᚷ",
1018,840236130435203112,Rishav.Gupta,1,6497,27,0,0,"ᚠ",
1019,938081708425773076,"MEHEDI MUNNA",1,6497,13,1,3813,"ᛈ","ᚺ"
1020,1118946458591314021,"premmdhakad01  | Mintpad",1,6493,33,0,0,"ᚷ",
1021,712188601076547624,Bittu346,1,6487,15,1,4591,"ᛈ","ᛟ"
1022,771235902604967967,Altabroyy21,1,6485,32,0,0,"ᚠ",
1023,858950022200033300,0xSarmad,1,6481,32,0,0,"ᚹ",
1024,885401438774259762,"Sandy 🥷",1,6480,19,1,4017,"ᛒ","ᛖ"
1025,1105727102889771109,shreyas3091,1,6471,34,0,0,"ᚹ",
1026,987329109623455764,"Masudkhan11  | Web3Go",1,6470,34,0,0,"ᛒ",
1027,742560719559721011,Damodar,1,6463,12,1,4017,"ᛉ","ᚢ"
1028,596868699969945602,"O Coletor",1,6452,7,1,5696,"ᚢ","ᛊ"
1029,836886648292638740,Anilk7079,1,6449,14,1,3515,"ᛇ","ᚺ"
1030,838376465929207848,Ashmi,1,6435,15,0,0,"ᚠ",
1031,969208395179626546,Richard,1,6424,34,0,0,"ᛈ",
1032,867463322555383818,SUBRATA,1,6418,28,0,0,"ᛒ",
1033,851732699064565760,pawar23,1,6413,24,0,0,"ᛇ",
1034,836346914256846898,"vinot007 | Web3Go",1,6412,29,1,2083,"ᛉ","ᚷ"
1035,1074925652773445672,SOLsola,1,6400,34,0,0,"ᚺ",
1036,1057636113533128827,ellina,1,6383,33,0,0,"ᛞ",
1037,976096994441445446,"Dey⛓ SubQuery",1,6380,29,0,0,"ᛒ",
1038,1108315587408560198,Maladi,1,6373,23,0,0,"ᛟ",
1039,823962638626193428,haseebbhat,1,6370,19,1,3515,"ᛇ","ᚺ"
1040,914916448332283975,kishan778,1,6369,22,0,0,"ᛒ",
1041,534995711616614401,"Anant ♾",1,6356,10,1,4245,"ᛟ","ᚱ"
1042,1007877308851441704,Sant,1,6353,31,0,0,"ᛈ",
1043,1201530551794929745,qwrty,1,6349,34,0,0,"ᛟ",
1044,540148710995132422,vivekyadav1045,1,6335,29,0,0,"ᚷ",
1045,1220391128906334282,Sudamasingh,1,6333,21,0,0,"ᛊ",
1046,533981247483936780,qulaj,1,6326,25,0,0,"ᚷ",
1047,1204407510715338852,Shubhanbharti574ankit,1,6323,27,0,0,"ᛊ",
1048,756475086655193169,sivaram0667,1,6321,28,0,0,"ᛒ",
1049,1205135383755620393,Ashok,1,6303,30,0,0,"ᚨ",
1050,1173914141417799734,Ashishbhai,1,6302,25,0,0,"ᛏ",
1051,531397054593761283,RadoW,1,6270,33,0,0,"ᛟ",
1052,973833819020988476,sobhan,1,6265,12,1,4245,"ᛒ","ᚱ"
1053,479312388836032515,"Suraj ⛓ SubQuery",1,6263,14,1,3515,"ᚹ","ᚺ"
1054,1088091434806169620,"banty| Web3Go⛓ SubQuery",1,6256,26,0,0,"ᚹ",
1055,1208418380600709140,jadveer@9090,1,6256,13,0,0,"ᛗ",
1056,751124151682597106,shreak,1,6254,28,1,2472,"ᛇ","ᚺ"
1057,1048683319992254574,dandasena250,1,6244,15,1,2678,"ᛜ","ᛗ"
1058,947392866081202207,ekta00094,1,6236,25,1,2083,"ᚷ","ᚷ"
1059,1203410235121860730,Shubham,1,6219,27,0,0,"ᚱ",
1060,948060800638124043,sourav4028,1,6210,23,1,3515,"ᛒ","ᚺ"
1061,1028367934332088450,ayush2489,1,6196,32,0,0,"ᛇ",
1062,827953987528687647,rahuldutt,1,6193,19,0,0,"ᛈ",
1063,719451344548921384,"Mr.Gàùràv☠",1,6189,14,1,4245,"ᛈ","ᚱ"
1064,1073946674784903178,Pixel2,1,6188,30,0,0,"ᛊ",
1065,1091255199080906822,sant,1,6188,30,0,0,"ᚷ",
1066,756540598693134346,abdullahhashmi4069,1,6186,28,0,0,"ᛒ",
1067,849183001384189972,binod,1,6177,24,1,2472,"ᚺ","ᚺ"
1068,1027431517917556806,ritesh943,1,6177,12,1,4687,"ᚱ","ᚱ"
1069,952353531376070696,"MD MEHEDI HASAN |",1,6175,14,1,3515,"ᛟ","ᚺ"
1070,1194356685607809206,izerojim,1,6161,33,0,0,"ᛒ",
1071,946448189966389299,rakesh,1,6159,28,0,0,"ᚨ",
1072,983995224416194590,"Burhan ""|Gm",1,6114,19,1,2884,"ᛉ","ᛉ"
1073,823593202115280936,MEEHH,1,6110,22,1,3515,"ᚺ","ᚺ"
1074,930063697483817000,Mitawa(BBN),1,6099,21,0,0,"ᚲ",
1075,1073177652707475496,Guf,1,6099,34,0,0,"ᛃ",
1076,938778221212729344,"just calum 🖤",1,6096,16,0,0,"ᛖ",
1077,1062399798549954591,nitintrade1211,1,6096,15,1,3515,"ᚺ","ᚺ"
1078,762712642854060082,AdReyn,1,6077,34,0,0,"ᚹ",
1079,950653405322412072,viki,1,6073,12,1,3515,"ᛈ","ᚺ"
1080,1033673977228447835,abhi72775,1,6073,31,0,0,"ᛒ",
1081,876820205504987197,CryptoNiner,1,6063,3,1,5921,"ᛞ","ᛞ"
1082,885061339180064779,"INKARA| Memeber",1,6062,33,0,0,"ᛏ",
1083,1093036084344131644,"Hfnjffjffh | Depthos",1,6062,28,0,0,"ᛚ",
1084,1218120995802451983,vikramshrey,1,6053,31,0,0,"ᚦ",
1085,1026202035537842327,OxJason,1,6041,2,1,5921,"ᛞ","ᛞ"
1086,890853941745688607,"vip0722 |Web3Go",1,6034,32,0,0,"ᚱ",
1087,1207737450277904454,Deboshi,1,6033,24,0,0,"ᛈ",
1088,927429506187284480,monukumar,1,6014,8,1,4017,"ᛖ","ᚢ"
1089,986964475234103397,"Anikmahi  | Web3Go",1,5994,32,0,0,"ᛟ",
1090,777515023768748033,itscruz|,1,5990,23,0,0,"ᛜ",
1091,1038783794871808050,"alpharwt 🕵",1,5987,32,0,0,"ᚢ",
1092,1210625895207796768,whjinxuanya,1,5985,33,0,0,"ᛈ",
1093,947862252839649300,saksham,1,5984,30,0,0,"ᛃ",
1094,971798106318458880,"| Full Force jenny",1,5982,34,0,0,"ᛜ",
1095,825364551209844777,nareshnawani,1,5980,14,1,3879,"ᛈ","ᛃ"
1096,895961822216204309,sree,1,5959,25,0,0,"ᛒ",
1097,798272012606636062,recyan.,1,5956,17,1,3214,"ᛞ","ᛃ"
1098,957851756476387359,Kstkazi2,1,5955,30,0,0,"ᛒ",
1099,938778916062130176,imduncant,1,5949,16,1,3515,"ᚺ","ᚺ"
1100,945973694604398604,factfinder1,1,5946,23,1,2472,"ᚺ","ᚺ"
1101,1118847270599790615,Qamar,1,5918,27,0,0,"ᛟ",
1102,1218933747718815846,Triptipiyas,1,5904,16,0,0,"ᛞ",
1103,1219671579668254951,Aaas441,1,5901,18,0,0,"ᛟ",
1104,937866068242882591,samim90,1,5896,29,0,0,"ᛟ",
1105,884273980436021309,"Bisharat Ali",1,5892,11,1,4017,"ᚹ","ᚢ"
1106,748785154193096734,"priya | Seistorm",1,5871,15,1,4245,"ᚱ","ᚱ"
1107,693514702008877188,botman,1,5862,13,0,0,"ᛞ",
1108,1037561572589064233,suhailmba,1,5862,14,1,4591,"ᚱ","ᛟ"
